,tweet,favourite_count,retweet_count,created_at
597,"@AirTag_ For sure, they have Apple Chips in their Blood",2,0,2021-05-15 08:18:07
598,"@pacificleo There was an interesting Kickstarter project a few years back, there was also the Tile Track Network - seems like the AirTag's are a take off from there, to depend on their massive footprint of devices. Not sure if Android Versions will ever come close",0,0,2021-05-15 08:15:05
599,"My AirTag just has arrived. It is so small that I couldn’t imagine. The box is so minimal and the setting up progress is super satisfying. 
@NikiasMolina https://t.co/HiuItyzImk",108,5,2021-05-15 08:06:09
600,At last! VicPol please take note! AIRTAG VS BIKE THIEF - Real World Testing And Unboxing https://t.co/WqWUhxb4GN via @YouTube,0,0,2021-05-15 08:05:47
601,"@germann_niklas Who’s going to find it, aliens?",3,0,2021-05-15 08:03:57
602,Im gonna tell my kids this was the apple airtag https://t.co/WKwzJyBeff,36,1,2021-05-15 08:02:43
603,I Mailed an AirTag and Tracked Its Progress; Here's What Happened - The Mac Security Blog https://t.co/WMx3NPrk9U,1,0,2021-05-15 08:00:20
604,"How to rename an AirTag using an iPhone, iPad or Mac https://t.co/kZ2E7GsrIt https://t.co/3qLdmCyvz0",0,0,2021-05-15 08:00:05
605,"9to5mac: 9to5Mac Happy Hour 329: Apple hires, AirTag hacks, watchOS 8 feature requests; https://t.co/cGXw7PScVv https://t.co/LedBLnFpHR",0,0,2021-05-15 07:59:02
606,9to5mac: Video of an AirTag test for a simulated bike theft; https://t.co/RTRJ6xqTCI https://t.co/hrMPxSiNyj,0,0,2021-05-15 07:58:47
607,Bought an AirTag! https://t.co/caqbTEcpnA,6,0,2021-05-15 07:51:52
608,The hell is an AirTag?,0,0,2021-05-15 07:45:05
609,@TechUnitedYT @IneffableRama I wish i had that facility 🥺u can atleast secure ur airtag.,3,0,2021-05-15 07:40:17
610,Apple’s $29 AirTag is a coin-sized tracker that helps you find lost things — @robotodd explains how it works. https://t.co/LlGy8pYG8o,0,0,2021-05-15 07:39:16
611,Apple AirTag hacked again – free internet with no mobile data plan! https://t.co/x6sB0IW5MV,0,0,2021-05-15 07:38:28
612,How to check Apple AirTag battery level https://t.co/i1NCQdc9bf,0,0,2021-05-15 07:35:16
613,What will Apple do? https://t.co/mdZPZzXG73 #GraphicDesigner #Webdesigner #Design,0,0,2021-05-15 07:33:48
614,"Dear @Apple please integrate AirTag in every device. MacBooks, AirPod cases, power adapters … everything",1,0,2021-05-15 07:25:08
615,Apple AirTag hacked again – free internet with no mobile data plan! https://t.co/le5LzRwcgT,0,0,2021-05-15 07:22:29
616,"16 Minutes #62: Apple Event: Desktops &amp; Tablets Converge, Cord-Cutting, &amp; “Find Anything” https://t.co/JFPNFvwGqi",0,0,2021-05-15 07:21:10
617,AirTag vs Tile : 3 reasons why Airtag is better than Tile trackers https://t.co/Fl7Ii6Vs2o,7,6,2021-05-15 07:10:05
618,AirTag vs Tile : 3 reasons why Airtag is better than Tile trackers https://t.co/Qgpu0vERm6,0,0,2021-05-15 07:10:04
619,Apple AirTag Not Working? 10 Tips to Fix AirTag Issues | 🔗@beebomco https://t.co/T4ScTFdRjK,0,0,2021-05-15 07:06:21
620,"Our favorite AirTag accessories start at $13: What's here, what's backordered     - CNET https://t.co/ExNrccWUNR",0,0,2021-05-15 07:03:27
621,Video: Here’s How Useful an AirTag Could Be In Finding Your Stolen Bike https://t.co/eAu7C7v9pb,0,0,2021-05-15 07:03:05
622,"#ai #ml #artificialintelligence #machinelearning #datascience #bigdata #analytics #blockchain #tech #data @Nicochan33 @TrippBraden @Paula_Piccard @haroldsinnott @sallyeaves
Apple Loop: Massive iPhone 13 Leaks, IOS 14.5 Privacy Win, Powerful iMac Surprise https://t.co/2sstyAoiGv",0,0,2021-05-15 07:02:35
623,Apple AirTag hacked again – free internet with no mobile data plan!: https://t.co/NK5NubLPCl by Naked Security #infosec #software #technology,0,0,2021-05-15 07:02:06
624,How to manually factory reset an AirTag https://t.co/It4dCQA5as https://t.co/YLko7c2tTb,0,0,2021-05-15 07:00:20
625,AirTag Security Risk Discovered: Apple Device Can Be Use to Send Malicious Malware https://t.co/47XOn2qwf5,0,1,2021-05-15 06:49:35
626,"@GyanTherapy Sir, tomorrow we need unboxing of Airtag! @Apple",1,0,2021-05-15 06:40:39
627,Apple AirTag Not Working? 10 Tips to Fix AirTag Issues https://t.co/8sLeBqzkJZ,0,0,2021-05-15 06:37:04
628,@AirTag_ You put it into lost mode,4,0,2021-05-15 06:29:01
629,What happens if you throw an airtag into space,13,0,2021-05-15 06:19:08
630,We spent a week with Apple’s new AirTag — it’s worth it https://t.co/qXoBXCZRIs https://t.co/bl5Y1cGHHn,0,0,2021-05-15 06:06:25
631,Caseology Vault for Apple AirTag Case (2021) – Matte Black https://t.co/map5PPq1Sh,0,0,2021-05-15 06:04:55
632,AirTag Precision Finding Interface Includes Hidden 'Developer Mode' https://t.co/zcn7UoX2SQ https://t.co/Ha9hv1M8Za,0,0,2021-05-15 06:00:33
633,@mickdamick_ @MichaelSteeber I’ve walked straight into the Apple Highpoint with no reservation for the past 2 weekends to shop for an AirTag then AirTag accessories. It’s basically back to what it was before the pandemic.,0,0,2021-05-15 05:59:09
634,"Our favorite AirTag accessories start at $13: What’s here, what’s backordered https://t.co/IjtMhlrsXM",0,0,2021-05-15 05:42:34
635,Airtag is cheaper than its accessories. Apple strike again,0,0,2021-05-15 05:27:22
636,What will Apple do? https://t.co/VZdbvK7Aby,4,0,2021-05-15 05:15:02
637,"AirTag Testing And Complete Teardown. Where Would You Like To Use Airtag... https://t.co/EWtM9VaLeS 来自 @YouTube Often lost goods and can't find them？
AirTag can help you a lot!More details, pls Contact Service@elekworld.com
#AirTagteardown #AirTagapple #AirTagtest",0,0,2021-05-15 05:11:39
638,"Every 2 seconds, the AirTag sends a Bluetooth Low Energy broadcast with the public key as content (changes every 15 minute deterministically using the previously shared secret) https://t.co/YJmbALIDHC",0,0,2021-05-15 05:10:03
639,Wtf is an Airtag? Like huh,0,0,2021-05-15 05:07:28
640,Apple AirTag hacked again – free internet with no mobile data plan! – Naked Security https://t.co/X8dwF4QsSM,0,0,2021-05-15 04:46:11
641,Apple’s $29 AirTag is a coin-sized tracker that helps you find lost things — @robotodd explains how it works. https://t.co/y1r29ISfWR,91,26,2021-05-15 04:37:32
642,Apple airtag unboxing ❤️🔥 https://t.co/t8AR2ziZWR,1,0,2021-05-15 04:27:55
643,AirTag Testing And Complete Teardown. Where Would You Like To Use Airtag... https://t.co/626apy1Zib via @YouTube,0,0,2021-05-15 04:19:10
644,Where do you put your #AirTag on your #roadbike? 🤔,0,0,2021-05-15 04:18:15
645,@Apple but does it come in black? #airtags #airtag #black #diy https://t.co/NYBjTQKDIq,1,0,2021-05-15 03:48:59
646,The Apple AirTag is the company's own version of the Samsung Galaxy SmartTag. And many Apple users plan to buy it. https://t.co/FIjDpNTYun,1,0,2021-05-15 03:32:03
647,"Guys go watch @TechManiac11 's New Video on the AirTag!
Loved the video Brad!!
https://t.co/GnrkZwQUhG",1,0,2021-05-15 03:29:58
648,A special thanks to the person who combined the Apple TV remote and an AirTag https://t.co/5luPpFBxdy #health #business #engage,0,0,2021-05-15 03:26:57
649,I think #Apple  will make an software find for #AirTag  in find my app on #AppleWatch  specially  series 6 cuz of U1 chip  like the finder on iphone  and could also make find my phone with 11&amp;12  ‘they have U1 ‘but they hold it for newer whatchos cuz i think it ll be more easily,0,0,2021-05-15 03:26:31
650,"“Roth hacked the AirTag mostly because he was interested in its small Apple U1 chip, but he also thinks it could be possible to use its accelerometer as a microphone, turning the AirTag into a bugging device.” https://t.co/dGo91uFbNo",9,0,2021-05-15 03:25:59
651,Should I buy an AirTag?🧍🏽‍♂️,0,0,2021-05-15 03:18:33
652,"@OnlyTrueAnika M1 iMac, Base iPad Pro 12.9”, Magic Keyboard, Apple Pencil, iPhone 12 Pro Max (Gold), iPhone 12 mini (purple), Apple Watch Series 6, AirPods Max, AirPods Pro, HomePod mini, AirTag 4-pack, then go over to Samsung and rob them",4,0,2021-05-15 03:17:37
653,"S3 Ep32: AirTag jailbreak, Dell vulns, and a never-ending scam [Podcast] https://t.co/q6m8nsI5OD",0,0,2021-05-15 03:17:07
654,Apple AirTag hacked again – free internet with no mobile data plan! https://t.co/l886vpa7g4,0,0,2021-05-15 03:16:26
655,How To Disable AirTag Item Safety Alerts on your iPhone https://t.co/veBXSProI5,0,0,2021-05-15 03:11:02
656,"⬆️

#TwitTV Podcasts (Available via the streaming/mobile apps, YouTube or website) - 
     a. #TechNews Weekly #183: https://t.co/6CZtILePPi 
     b. #HandsOnTech: Hands-On AirTag &amp; AirTag Accessories - Apple's $29 Location Tracker: https://t.co/xc2iiI6kT3 

⬇️",1,0,2021-05-15 03:10:45
657,"Survey finds 60% of #iOS device owners will buy #AirTag, Blue is most popular #iMac color, and more … https://t.co/CX0QJxVioZ",0,0,2021-05-15 03:04:05
658,Some of y’all need to invest in an AirTag I been seeing y’all bad ass kids in Walmart standing tall by themselves,0,0,2021-05-15 02:57:40
659,Researcher claims to hack AirTag so it points to wrong website when scanned https://t.co/0CWdPnbz43 https://t.co/kVj4N8H2or,0,0,2021-05-15 02:48:03
660,i think i need to get this apple airtag for my cat because he’s an ✨escape artist✨,0,0,2021-05-15 02:47:41
661,"It’s here! @Apple #AirTag 
Now what am I supposed to do with it? 🤔 https://t.co/HT8QSBrBKc",0,0,2021-05-15 02:45:13
662,"#iOS 14.6 lets you use an #email_address to put #AirTag and other items into #Lost_Mode
https://t.co/LGCyHKTg15 https://t.co/JU8mQwxG9V",0,0,2021-05-15 02:38:02
663,Ok I’m fully on board with the Apple Airtag 💯. No I don’t want a tile https://t.co/rXrvoq2BRq,11,1,2021-05-15 02:35:26
664,"https://t.co/IZo4d2VCqt
I didn't know what an AIRTAG was but now I want one!! Thanks @TechManiac11 !! Cute puppy!!",3,0,2021-05-15 02:31:59
665,9 best Apple AirTag accessories https://t.co/GhMYa3icDI,0,0,2021-05-15 02:29:51
666,Casper has an AirTag! https://t.co/boC8n3AE7r,1,0,2021-05-15 02:28:42
667,Chiming in on #AirTag @siracusa. We have been making Bluetooth trackers for years and they need air space inside them to generate louder sounds. We have a credit card thick one and the most common feedback is that it’s too soft.,1,0,2021-05-15 02:26:51
668,AirTag https://t.co/W0GRy3IyzN,3,0,2021-05-15 02:25:07
669,"@lorakolodny Article fails to explain how it can be used outside the ecosystem.
If victim has Android then AirTag has no iPhone to send signals through.
Fear mongering or misunderstanding of technology?
But the way it jumps to conclusion of billions of unprotected Android users is concerning.",0,0,2021-05-15 02:20:57
670,Let me go buy my AirTag cuz me and these AirPods got a love/hate relationship lol🤦🏽‍♂️💀😂,0,0,2021-05-15 02:12:03
671,"AWINNER Compatible for AirTag Case Keychain ,Silicone Protective case Secure Holder with Key Ring (Black) https://t.co/MBegYrN1vL",0,0,2021-05-15 02:09:39
672,@MacsInSpace hahaha good times! Maybe I should get an AirTag for him now,1,0,2021-05-15 02:05:58
673,Might buy an AirTag from Target because it’ll get here way sooner then Apple’s estimate…,1,0,2021-05-15 01:45:03
674,@carlhancock I may have bought an airtag to add to my dog’s collar 🤣,0,0,2021-05-15 01:44:42
675,"Apple Loop: Massive iPhone 13 Leaks, IOS 14.5 Privacy Win, Powerful iMac Surprise https://t.co/Up64o0rqhj https://t.co/P58b3ZJxdp",10,5,2021-05-15 01:33:10
676,@loges_1994 Get an airtag bestie,2,0,2021-05-15 01:31:16
677,"Apple Loop: Massive iPhone 13 Leaks, IOS 14.5 Privacy Win, Powerful iMac Surprise https://t.co/bef41gPupb via @forbes",0,2,2021-05-15 01:26:02
678,"Random but the Airtag totally obliterates the plot of ""Baby's Day Out"".",3,1,2021-05-15 01:25:53
679,"Video: Here’s How Useful an AirTag Could Be In Finding Your Stolen Bike
https://t.co/8e2OJK2sYu",1,1,2021-05-15 01:21:12
680,so harry ordered an airtag for holly that’s cute 🥺,1,0,2021-05-15 01:19:44
681,Mei Ling after buying an AirTag https://t.co/ES8qsf3hCL,0,0,2021-05-15 01:16:24
682,@AviNMash Did you put an Apple Airtag on it?,0,0,2021-05-15 01:10:10
683,airtag came in the mail https://t.co/Adkees2g3D,0,0,2021-05-15 01:07:36
684,What type of wallets do y’all use that can fit an AirTag in it… like for real.,1,0,2021-05-15 01:02:57
685,Apple AirTag hacked again – free internet with no mobile data plan! https://t.co/0XGG1KuNlg #tech #technology #blockchain #innovation #science #IT #BigData #Security #cybersecurity #crypto #cloud #IOT #computer #CISO #infosec #infosecurity #hacker #engineering,3,1,2021-05-15 01:00:07
686,"Tried using Find My to, well… find my car. Honestly, not at all awesome. That’s all. #AirTag https://t.co/LETaFRXy1A",0,0,2021-05-15 00:59:41
687,@RacksOnZach someone needs an airtag,0,0,2021-05-15 00:57:32
688,🔥🔥🔥🔥  New AirTag video from my good friend @TechManiac11 https://t.co/kTAUuVSgPe,2,0,2021-05-15 00:54:45
689,"210515 pH-1's update of him ordering AirTag

the life of a self-proclaimed early adaptor.. one in Holly's necklace 🐶

#pH1 #H1GHRMUSIC https://t.co/fhkysDK6oM",3,0,2021-05-15 00:54:38
690,"Our favorite Airtag accessories start at $ 13: what's up, what's out of stock https://t.co/7jhIk2bBQU https://t.co/60C3ONAtFf",0,0,2021-05-15 00:45:12
691,"Disney Wish sets sail in 2022. Disney Disney has unveiled new details on its upcoming fifth cruise liner, Disney Wish, which will house the very first Disney attraction at sea. The AquaMouse ride wi https://t.co/BNFiT13urU https://t.co/dC0e9kCAkB",0,0,2021-05-15 00:45:10
692,"Great news for all you red and blue bikers!

You asked for it. We got it: More colors to match your bikes!

Check out the new options on https://t.co/mVvyUUDaye

#apple #airtag #bike #mytaggr #biketaggr https://t.co/Ve7400g8QZ",2,0,2021-05-15 00:36:10
693,How To Disable AirTag Item Safety Alerts on your iPhone https://t.co/L5xgdhaqJv https://t.co/ZpONpUqUcv,4,1,2021-05-15 00:30:04
694,"Hear me out:
AirTag compatible pet collars",0,0,2021-05-15 00:28:34
695,Let the tracking games begin! I hope it doesn’t start a swallow an #AirTag challenge. Just get your communion 😅 https://t.co/9aBSBUCqPn,1,0,2021-05-15 00:26:49
696,Apple AirTag hacked again  free internet with no mobile data plan! - Naked Security https://t.co/DnqR8eQhl9,0,0,2021-05-15 00:20:26
697,These are the 9 best Apple AirTag accessories https://t.co/smu7kPtlcV,6,1,2021-05-15 00:17:37
698,"@MyUsernamesThis Well, The AirTag is something that can help you out but you need an Apple device for it...",0,0,2021-05-15 00:10:07
699,"Bought yourself an Apple AirTag to track your purse, keys, wallet or briefcase? Here's how to set it up to make sure it works great and helps you find whatever you seek! https://t.co/NeGuIoy0TB #apple #airtags #privacy #setup https://t.co/uB3oKSZ7hk",0,0,2021-05-15 00:10:00
700,Own an iPhone? An AirTag is superior to a Tile tracker. By @jaduino https://t.co/0DPJaMNn6o,5,0,2021-05-15 00:06:15
701,"Apple Loop: Massive iPhone 13 Leaks, IOS 14.5 Privacy Win, Powerful iMac Surprise https://t.co/6B1SGTqnx5 https://t.co/A0gSDWsoYs",0,0,2021-05-15 00:02:09
702,"9to5Toys Last Call: iPhone 12 mini FREE, AirTag Leather Case $17, more https://t.co/Q76jQvAEPZ https://t.co/aoKgWrigcu",0,0,2021-05-15 00:00:46
703,Internet Of Things (IoT) Blog | Link Labs | AirTag https://t.co/6OWpXkVLwW #iot #data #internetofthings,0,0,2021-05-15 00:00:33
704,"9to5Toys Last Call: iPhone 12 mini FREE, AirTag Leather Case $17, more https://t.co/M5s0NgIRyY https://t.co/brLqu55rcF",73,5,2021-05-15 00:00:01
705,"9to5Toys Last Call: AirTag Leather Case $17, iPhone 12 mini FREE, more https://t.co/4dGQT7XwPg https://t.co/NA5utf1PY6",5,0,2021-05-15 00:00:00
706,"Apple Loop: Massive iPhone 13 Leaks, IOS 14.5 Privacy Win, Powerful iMac Surprise https://t.co/XEhHHDsuLs",0,0,2021-05-14 23:57:15
707,"@vmlemon I need that for online games lol
Whether it means that I can't lose, or that I can forget I lost, that Airtag is worth millions",1,1,2021-05-14 23:55:53
708,"@idkatherine And AirTag on the chain, frozen 🥶❄️",1,0,2021-05-14 23:55:42
709,"This week’s Apple headlines; the latest iPhone 13 leak, the impact of iOS 14.5’s new privacy control, securely sharing your iPad, new iMac benchmarks, the latest in Epic vs Apple, and rick-rolling the AirTag. https://t.co/bef41gPupb",1,1,2021-05-14 23:53:46
710,"A well-detailed AirTag-in-a-mail test by Kirk McElhearn from The Mac Security Blog: AirTag sent in a mail, tracked in real-time (somewhat), and no tracking alarm triggered https://t.co/hLe1oUsvmK",0,0,2021-05-14 23:53:38
711,"Any recommendations on metal wallet?
I’m considering getting one, then add MagSafe magnet and AirTag",0,0,2021-05-14 23:51:25
712,Whoever designed the AirTag packaging needs to be fired.,0,0,2021-05-14 23:31:47
713,"@AppleSupport @tim_cook Suggestion for AirTag “stalking” concerns. If AirTag is consistently traveling with non-owner, notify if location is checked by owner more than once in 24 hours. No need to wait 3 days. Active location checking should alert those it’s following.",0,0,2021-05-14 23:24:03
714,Airtag Uses a Physical Button battery that can only be replaced and not charged so it can never display on any apple device but can only be tracked from the Find my iPhone app,11,1,2021-05-14 23:21:53
715,I made an Apple AirTag case to clamp on your saddle rail! https://t.co/qZAW628v4o,0,0,2021-05-14 23:19:14
716,"AWINNER Compatible for AirTag Case Keychain ,Silicone Protective case Secure Holder with Key Ring (Blue) https://t.co/T8cl6VSEvb",0,0,2021-05-14 23:17:02
717,"CHECK IT OUT
#AD #DEAL #BARGAIN
Let Us Know If You Got It
https://t.co/FENAU8Ox1R",0,0,2021-05-14 23:14:01
718,Apple AirTag can be hacked say security research  https://t.co/NZerF9dEph  #Cybersecurity #Technology,0,0,2021-05-14 23:10:02
719,"Some @Apple Post Today.
@RED Leather Apple AirTag Keyring.
#Apple #ApplePost #AirTag  https://t.co/axYA2unnp6",0,0,2021-05-14 23:08:39
720,Be aware.  https://t.co/5416m49WDO,1,0,2021-05-14 23:08:13
721,@iPLUGNGBACKUP Airtag,0,0,2021-05-14 23:04:34
722,Hiding your keys with an AirTag attached and letting children find them is the new “can I play games on your phone?” #AirTag,0,0,2021-05-14 23:04:21
723,NEW VIDEO ALERT: Why I'm switching to Apple's AirTag! https://t.co/B9y5Iojyks https://t.co/eBZmJ1BfyY,9,0,2021-05-14 23:03:21
724,"The Washington Post Reporter: ""Apple’s #AirTag trackers made it frighteningly easy to ‘stalk’ me in a test""

#Apple knows its tiny new lost-item gadgets could empower #domesticabuse but doesn’t do enough to stop it

Apple’s new Air…https://t.co/r7vulxE1yC https://t.co/VXv69x1ZFQ",0,0,2021-05-14 23:02:38
725,"Qoosea Compatible with Airtags Case 4 Pack Cover for Airtags Tracker Holder with Key Chain Soft Silicone Designed for AirTag Protective Holder by Qoosea https://t.co/pgCeuMF3lN 

#amazon #electronics #technology #tech",0,0,2021-05-14 22:55:00
726,Ask my dad if he can 3D print something to hold an AirTag in a wallet and 2 days later he sends me this picture. Absolute mad lad 😯 https://t.co/p3M8eufGi2,2417,93,2021-05-14 22:54:48
727,"Question... how long will they stay on the market? #drivekmj 
https://t.co/pAfRMx6aga",0,0,2021-05-14 22:53:54
728,"""#AirTag test for a simulated bike theft, with impressive results - @9to5Mac""
- That's one way I'll use the #ChipoloONEspot. I've had my race bike stolen. I'll catch the thief, if it happens again. My car will get the tracker too.
https://t.co/I30ub6jg1y",0,0,2021-05-14 22:53:49
729,"https://t.co/YmICtTvWfV and the new ""Precision Finding"" in action.

dbrand AirTags: https://t.co/oZavys3MvV

MKBHD Merch: https://t.co/nB8Yv7OqDb

Tech I'm using right now: https://t.co/faBYWmUTEm

Intro  #Airtag

https://t.co/6x1S1O6PrU https://t.co/UmIB2AD4LE",0,0,2021-05-14 22:20:02
730,Why hasn’t anyone designed an AirPods case that has a slot for an AirTag? They are certainly the thing I spend the most time hunting for before leaving the house...,0,0,2021-05-14 22:12:09
731,"Review: AirTag sets out to do one thing, and does it near perfectly https://t.co/O3tfe6KXXk",0,0,2021-05-14 22:03:26
732,Apple AirTag can be hacked but it’s not as bad as it sounds https://t.co/BzCH2I3rVs,0,0,2021-05-14 22:01:43
733,"Apple AirTag hacked again !

#cybersexurity #mrithelp #cybercrime #hacking #apple 

https://t.co/Lx0KcL1k1y",0,2,2021-05-14 22:01:38
734,You're gonna want one of these for your AirTag. By @tallshmo https://t.co/OIfW5esCg4,1,1,2021-05-14 21:58:36
735,I need to put an airtag on my chapstick.,1,0,2021-05-14 21:50:20
736,@iamkneeblack @eamonsphotoss copping an airtag to put it on my happiness bc it keep running away,2,0,2021-05-14 21:46:58
737,@nicolette_sara You should airtag them,1,0,2021-05-14 21:46:35
738,@elivicksn @eamonsphotoss Copping an airtag to put it on bae to make sure I never lose her,1,0,2021-05-14 21:46:19
739,@eamonsphotoss i’ma cop an airtag and put it on my soul because it’s always lost,1,0,2021-05-14 21:40:07
740,Video: Here’s How Useful an #AirTag Could Be In Finding Your #Stolen #Bike https://t.co/Q8fKDOw6Qy,0,0,2021-05-14 21:36:08
741,"Friday afternoon and receiving some treats and goodies from Apple. Don’t wanna lose purse, bags, or keys? I got the new Apple Airtag and Airloops but please don’t eat them. 🤣 https://t.co/xi3HbG5HuT",0,0,2021-05-14 21:27:08
742,@imPatrickT @_sumitbasra The number one thing I lose on set is my clipboard with my shot list &amp; script that I’m marking off. I literally lose it constantly. Those  Moment AirTag mounts will be handy for that.,1,0,2021-05-14 21:24:17
743,Apple AirTag hacked again – free internet with no mobile data plan! https://t.co/YEQVupBWtk https://t.co/AzitrabRtv,0,0,2021-05-14 21:23:32
744,"@fightfortheftr There are a lot of valid concerns in this article, but to be fair, if an abuser has access to the victim’s iPhone (or any phone for that matter), they don’t even need an airtag at all as they can set up tracking from the device itself",0,0,2021-05-14 21:18:07
745,More Than 60% Of Apple Customers Plan To Buy The AirTag https://t.co/tt5DZlU907 https://t.co/ILEAjjjF0y,0,1,2021-05-14 21:16:10
746,"@attiyt @imPatrickT @_sumitbasra Oh, I set it down outside after shooting B-Roll, go play an hour of soccer and then forget where I put the camera and it’s dark, use the AirTag and find it.",0,0,2021-05-14 21:13:21
747,"@attiyt @imPatrickT @_sumitbasra I do too, so I have an AirTag on mine! I should probably get one of those hot shoe mounts.",2,0,2021-05-14 21:11:12
748,"hands down the best AirTag accessory yet.

I constantly rest my camera down on shoots and forget where I put it - I also leave cameras around the house constantly in different places. 

putting these cold shoe mounts on everything. 

get yours from @_sumitbasra. so good. https://t.co/LfBWPmGFEO",93,3,2021-05-14 21:04:35
749,Apple AirTag hacked again – free internet with no mobile data plan! https://t.co/lNBLmp6wiI,8,7,2021-05-14 21:03:40
750,"Survey Finds 60% of iOS Device Owners Will Buy AirTag, Blue Is Most Popular iMac Color, and More https://t.co/tNpqQdhiqu https://t.co/ZBktJ2tOuh",0,0,2021-05-14 21:03:03
751,Apple Airtag and the Snitch Network! https://t.co/NcAKq1kOr1 via @YouTube,0,0,2021-05-14 21:01:41
752,Apple AirTag hacked again – free internet with no mobile data plan! https://t.co/MiA6nfhV9O https://t.co/3qx5SIRAA1,0,0,2021-05-14 21:00:34
753,"Looking for the best key ring or holder for your new AirTags? There are plenty of options, starting at well under $20. https://t.co/GzE7rSWDvK",0,0,2021-05-14 21:00:18
754,"Ok, so what do you think about my DIYed matte black AirTag? https://t.co/YnX5u1DPtA",0,0,2021-05-14 20:59:08
755,Apple AirTag is the ultimate spy tool for Android users although Apple put a lot of emphasis on the privacy and security of the new product. https://t.co/SK6WcJ0174 https://t.co/byrcbEBXbR,2,0,2021-05-14 20:54:53
756,"AirTag  get❗️

#AirTag https://t.co/q0r9GCLNbo",1,0,2021-05-14 20:52:50
757,"I just published Wait…Whose AirTag IS This?! #apple #technology 

https://t.co/cQjy12OVkQ",0,0,2021-05-14 20:52:42
758,A researcher has disclosed a jailbreak hole in Apple's AirTag location trackers. 📍 @evacide @EFF @TechTargetNews https://t.co/H92BlexNtZ,1,1,2021-05-14 20:50:02
759,"Dropped covertly into someone’s bag or placed under the seat of their car, the AirTag can also serve as an inexpensive form of “stalkerware,” @alfunk writes https://t.co/1lR0uG5zD3",4,3,2021-05-14 20:49:05
760,Has anyone ever thought of building a Tile or Apple AirTag locating device into a fursuit head? I think that would be an amazing idea to track fursuits that could potentially get lost when going to conventions / back home / shipping etc. I would absolutely do this. https://t.co/d4zzpnCE2H,19,1,2021-05-14 20:45:55
761,"We are open on this BEAUTIFUL FRIDAY to help with whatever questions you may have! We have numerous promotions going on, AirPods, Bogo’s, free phones, free tablets!! Stop by and see why we are the #1 store in Central Pennsylvania! #TMobile #Sprint #Airtag #Iphone #Samsung https://t.co/OCSCD023N5",0,0,2021-05-14 20:44:08
762,I bought the airtag to keep on them so there’s no way I lose them….right? right?,59,0,2021-05-14 20:43:07
763,Apple AirTag hacked again – free internet with no mobile data plan! https://t.co/EuYaCMEsu4 https://t.co/v9xGCP1u3E,0,0,2021-05-14 20:42:33
764,"9to5Mac Happy Hour 329: Apple hires, AirTag hacks, watchOS 8 feature requests https://t.co/ZKiaGDvzZM https://t.co/EYwKnkZmFu",0,0,2021-05-14 20:42:10
765,"9to5Mac Happy Hour 329: Apple hires, AirTag hacks, watchOS 8 feature requests https://t.co/HeyWKNJQSu https://t.co/5fXwnvnFK1",0,0,2021-05-14 20:42:09
766,"9to5Mac Happy Hour 329: Apple hires, AirTag hacks, watchOS 8 feature requests https://t.co/RZhA0WUPuh https://t.co/20SmzzwTuR",0,0,2021-05-14 20:42:08
767,Just copped an airtag never losing my wallet again,17,0,2021-05-14 20:41:26
768,@appleinsider Stick the white side of an airtag to the magnets.,0,0,2021-05-14 20:38:12
769,Apple should put the AirTag internals into the next AirPods Pro case and Apple TV remote.,0,0,2021-05-14 20:37:08
770,"Our favorite AirTag accessories start at $13: What's here, what's backordered     - CNET

Looking for the best key ring or holder for your new AirTags? There are plenty of options, starting at well under $20. https://t.co/KoUErPVMxf",0,0,2021-05-14 20:32:01
771,Apple AirTag hacked again – free internet with no mobile data plan! https://t.co/qo7sQwvF8N,0,0,2021-05-14 20:27:33
772,"#AirTag test for a simulated bike theft, with impressive results - 9to5Mac https://t.co/xKWEoBMXzM",0,0,2021-05-14 20:23:08
773,"Recording for my AirTag unboxing video ✅✅✅

Editing ❌

I got chu guys ❤️",0,0,2021-05-14 20:22:22
774,I made an Apple AirTag case to hide inside a bottom bracket shell https://t.co/d3r48ysmj2,0,0,2021-05-14 20:19:09
775,"Apple AirTags ""terrifyingly good"" at tracking stuff — and potentially helping stalkers - CBS News https://t.co/q818JC1LJ9 #apple",0,0,2021-05-14 20:18:23
776,"So I now have one AirTag to my name. Using it for my keys. But I have a question. How do you check the battery level of an AirTag using VoiceOver? @dwoodbridge, @AppleVis",0,1,2021-05-14 20:15:25
777,Apple AirTag hacked again – free internet with no mobile data plan! https://t.co/i0GoHnYujz https://t.co/hBcUCCo5ek,0,1,2021-05-14 20:13:49
778,"Our favorite AirTag accessories start at $13: What’s here, what’s backordered https://t.co/Jp4TzANhvn",0,0,2021-05-14 20:09:42
779,@lace_tech Only joking. Glad your rocking the airtag 💪🏼👍🏼,1,0,2021-05-14 20:06:34
780,"@threestain That is correct. An AirTag can only be assigned to one Apple ID at a time. If you’re looking to give an AirTag to someone else, you’ll need to use these steps to first remove it from your Apple ID account: https://t.co/PA9lnoHIBo",0,0,2021-05-14 20:06:23
781,Yes or no? https://t.co/ku0zkUusFi,1,0,2021-05-14 20:01:02
782,"New #Apple AirTag 4 Pack 

New #Apple AirTag 

#ad #Deal

 https://t.co/eOBULs1qeJ https://t.co/ZpyVupx2ht",0,0,2021-05-14 20:00:07
783,Security researchers find a way to send data via the AirTag network (iLounge) https://t.co/rmFhljMUUP,0,0,2021-05-14 20:00:04
